title,country,mbfc_page,bias_raw,factual,label,url,channel_id
Beliefnet,US,right,right07,Mixed,R,http://www.beliefnet.com,UC-8gxjI83Mk7-zhmsKQyk2Q
Bizpac Review,US,right,right02,Mixed,R,https://www.bizpacreview.com,UCka_CL7uJJthyJt3ovloWWA
BlabberBuzz,US,right,right04,Mixed,R,https://www.blabber.buzz,UCgSf_U5q8ConxR47NqTQMKA
Blue Lives Matter (Police Tribune),US,right,right04,Mixed,R,https://bluelivesmatter.blue/,UCcXyMU4Bjc32COBSStzbuWQ
Bounding Into Comics,US,right,right05,Mixed,R,https://boundingintocomics.com,UCvhRblHiU1XYF1OZITtfUiA
Buzzsaw Politics,US,right,right05,MostlyFactual,R,https://buzzsawpolitics.com/,
Campus Reform,US,right,right07,Mixed,R,https://www.campusreform.org,UCA8sK_Bba0Eb-k33bD0ldhw
Capital Research Center,US,right,right06,Mixed,R,https://capitalresearch.org/,UCp7NBbx93BDRMe2jM2h-Wpw
Center for Freedom and Prosperity,US,right,right04,Mixed,R,http://freedomandprosperity.org,UCRxBNnft_ld3eWk2a1NqnKQ
Chicks on the Right,US,right,right05,Mixed,R,https://www.chicksonright.com/,UCvQC51gljsc95RZ2-izj0Tw
Christian Coalition of America (CCA),US,right,right04,Mixed,R,http://www.cc.org,UC2yBlAeuYMD9t6KsChaZe_A
Christian Headlines,US,right,right03,Mixed,R,https://www.christianheadlines.com/,
Christian Post,US,right,right05,Mixed,R,https://www.christianpost.com/,UCV4ZdqpfiIBJIx1BBIHi3sw
Christian News Alerts,US,right,right01,Mixed,R,https://www.christiannewsalerts.com,
Chronicles Magazine (Rockford),US,right,right03,Mixed,R,https://www.chroniclesmagazine.org/,
Citizen Free Press,US,right,right04,Mixed,R,https://www.citizenfreepress.com,UC9zGbfwoctfHEVxMUA_k4JA
Citizens United,US,right,right06,Mixed,R,http://citizensunited.org/index.aspx,UCzf3UGSgFKBE3_gNB4n8N8w
City Journal,US,right,right07,MostlyFactual,R,https://www.city-journal.org,
Civitas Institute,US,right,right02,Mixed,R,https://www.nccivitas.org/,UCgX2Bq7Y2sqIUjSv21BhLLQ
Claremont Institute,US,right,right03,Mixed,R,https://www.claremont.org,UCajmonR9PMgXxzupzA2r4MA
Cold Dead Hands,US,right,right04,Mixed,R,http://www.colddeadhands.us/,
Commentary Magazine,US,right,right06,MostlyFactual,R,https://www.commentarymagazine.com/,UCF1YYm_3bo-96RknhcqxX7A
Communities Digital News (CDN),US,right,right01,Mixed,R,http://www.commdiginews.com/,
Conservative Daily News,US,right,right02,Mixed,R,http://www.conservativedailynews.com/,UCh2U2g4ljOv0jIzd5os4qIA
Conservative Base,US,right,right01,Mixed,R,https://conservativebase.com/,
Conservative Institute,US,right,right08,MostlyFactual,R,https://www.conservativeinstitute.org,
Conservative HQ,US,right,right02,Mixed,R,http://www.conservativehq.com/,UCtbwMXWXSSFzlU0zmo7xV_g
ConservativeOpinion.com,US,right,right03,Mixed,R,https://conservativeopinion.com/,UCdrWnd94LETTHR2NS62-xHQ
Conservative Review,US,right,right05,Mixed,R,https://www.conservativereview.com/,UCEn2XzowruUIsqs09iSFRiA
Conservative Today,US,right,right01,Mixed,R,https://conservativetoday.com,
Cowger Nation,US,right,right01,Mixed,R,http://cowgernation.com/,UCP9M_pYLQTrz9FGfjmfBbhA
Crime Prevention Research Center,US,right,right05,Mixed,R,https://crimeresearch.org/,UCO1gk6pcYNtKcDsAFOy6rvA
Crisis Magazine,US,right,right04,Mixed,R,https://www.crisismagazine.com/,UC2c-Ei798-Xuz8jfuBwleVA
Daily Caller,US,right,right05,Mixed,R,https://dailycaller.com,UCP4BdwPKyYnfRLjSNfGAPRA
The Daily Liberator,US,right,right06,Mixed,R,https://www.thedailyliberator.com/,UCxwqyOA2t3-qmC5ehp5xafA
Daily Signal,US,right,right02,MostlyFactual,R,https://www.dailysignal.com/,UCHqkXbgqrDrDVInBMSoGQgQ
DC Statesman,US,right,right02,Mixed,R,http://www.dcstatesman.com/,UCp80KnAH2DG0P2-fzhbhdiA
Daily Surge,US,right,right03,Mixed,R,http://dailysurge.com/,UCe6zkHQpTMBhiGPCiNA0qMg
Daily Torch,US,right,right07,MostlyFactual,R,http://dailytorch.com/,
DC Whispers,US,right,right02,Mixed,R,http://dcwhispers.com/,
Eagle PAC,US,right,right02,Mixed,R,https://eagleactionreport.com/,
DML News,US,right,right02,Mixed,R,https://dmlnews.com/,UCEocKus-bNzwFe1TIXhNC_w
Disrn,US,right,right05,Mixed,R,https://disrn.com,UCsQksx9W92gVMbn5P3zEdxA
DonaldJTrump.com,US,right,right05,Mixed,R,https://www.donaldjtrump.com/,UCAql2DyGU2un1Ei2nMYsqOA
EconomicPolicyJournal.com,US,right,right06,High,R,http://www.economicpolicyjournal.com,UC6VFllW7dvne0SQZp3sGylQ
Eagle Pass News Leader,US,right,right05,Mixed,R,https://www.epnewsleader.com/,
FaithWire,US,right,right04,Mixed,R,https://www.faithwire.com,UC1H4DHSOO02Yvz-IKiLxeVg
Ethics & Religious Liberty Commission (ERLC),US,right,right03,Mixed,R,http://erlc.com/,UCutFChK6m2a_8PFcLIu_g_w
Energy Citizens,US,right,right04,Mixed,R,https://energycitizens.org/,UCb8LTGsRgfdb7Zgy5NTq48Q
Federalist Press,US,right,right01,Mixed,R,http://federalistpress.com/,
Fake Hate Crimes,US,right,right05,MostlyFactual,R,http://fakehatecrimes.org,
Far Left Watch,US,right,right02,Mixed,R,https://farleftwatch.com,
Fox News,US,right,right05,Mixed,R,https://www.foxnews.com/,UCXIJgqnII2ZOINSWNOGFThA
Foundation for Defense of Democracies,US,right,right07,High,R,https://www.fdd.org,UC92qc2WwrEdmJ7ThqGR9yfw
Federalist Society,US,right,right05,Mixed,R,https://fedsoc.org/,UCMk8U2Hmfdxqn3zrCq2g9oQ
First Things Magazine,US,right,right07,Mixed,R,https://www.firstthings.com,
First in Freedom Daily,US,right,right03,Mixed,R,http://firstinfreedomdaily.com/,UCrAoabPWbTqZLl8lwHCwQdw
Free Republic,US,right,right04,Mixed,R,http://www.freerepublic.com,
Freedom Crossroads,US,right,right05,Mixed,R,http://freedomcrossroads.com/,UCI32dSCZegitIUdCZoNFDaQ
Frontiers of Freedom,US,right,right06,Mixed,R,https://www.ff.org,UCtkJidnXg0zdve8KovKK8Hw
Freedom Works,US,right,right05,Mixed,R,http://www.freedomworks.org/,UCh2Lgr3oLSvY3m4_tXJ8Dtw
Get Religion,US,right,right05,Mixed,R,https://www.getreligion.org/,
Future in America,US,right,right01,Mixed,R,https://ourfutureinamerica.org/,UCTtWiHbsayFRsspKpzOK6Ag
Government Accountability Institute,US,right,right05,Mixed,R,http://www.g-a-i.org/,UChxJIY_QqTNWfJdQsJVG3jA
GOPUSA,US,right,right02,Mixed,R,http://www.gopusa.com/,UCxPGBjVPEYQuGa3Ty7gwEoA
Great American Politics,US,right,right01,Mixed,R,https://greatamericanpolitics.com/,
Heritage Foundation,US,right,right02,Mixed,R,https://www.heritage.org,UC5bEfSFTYQVfLCwkhBt8NtQ
Heat Street,US,right,right06,Mixed,R,http://heatst.com/,UCl9mGvJRn0yr2gwl8mRu9jg
Grabien News,US,right,right05,Mixed,R,https://news.grabien.com/index.php,UCd-n6wFyjm-nvpq2d9c9cLQ
HermanCain.com,US,right,right02,Mixed,R,https://www.hermancain.com/,UCsRq2PbttxbBJYK49n58L1A
Hot Air,US,right,right05,MostlyFactual,R,https://hotair.com,
Human Events,US,right,right05,Mixed,R,https://humanevents.com/,UCkbFg3fDjlHr486c8bCDE5A
I Bleed Red White and Blue,US,right,right04,Mixed,R,http://ibleedredwhiteblue.com/,UCzh2eDmZDomey_WwEMwU5_w
Hudson Institute,US,right,right06,High,R,https://www.hudson.org/,UCq2C-2ncAhp_e9scyJNatpw
Illinois Policy Institute,US,right,right10,High,R,https://www.illinoispolicy.org/,UCCGS7RkJpH5nFNKczvXV6Dw
Imprimis (Hillsdale College),US,right,right06,Mixed,R,https://imprimis.hillsdale.edu,UCudqVyQYnmi8NwWfd11Rmvw
Independent Sentinel,US,right,right02,MostlyFactual,R,https://www.independentsentinel.com,UCqNfXxfww4ATBZsbv64nwRg
Influence Watch,US,right,right06,High,R,https://www.influencewatch.org,
Institute for Family Studies,US,right,right07,Mixed,R,https://ifstudies.org,
Independent Women's Forum (IWF),US,right,right06,MostlyFactual,R,https://iwf.org/,UCg_s5BRCyjhOHbOyZQC3gDg
Investors Business Daily,US,right,right03,Mixed,R,https://www.investors.com/,UC5fZv7bPcF5j2RsfO-9OiLA
iPatriot,US,right,right06,Mixed,R,https://ipatriot.com/,UCh2s-0IJhxe0jfuOZU5F0wQ
Intellectual Takeout,US,right,right05,MostlyFactual,R,https://www.intellectualtakeout.org/,UCWtVSqlaED7hA_4YKv_Qa1Q
Issues & Insights,US,right,right03,Mixed,R,https://issuesinsights.com/,
Jewish Policy Center,US,right,right10,High,R,https://www.jewishpolicycenter.org/,UCYkoXIKZA7kkI5UGm8RGGTA
Judicial Crisis Network,US,right,right03,Mixed,R,https://judicialnetwork.com/,UCii6a2bHtgZhVPUr7vXq8Qg
Jewish World Review,US,right,right05,Mixed,R,http://www.jewishworldreview.com/,
Kansas Policy Institute (KPI),US,right,right05,Mixed,R,https://kansaspolicy.org,UCNthK1nbhLRYoiCXqjih3bw
Legal Insurrection,US,right,right06,High,R,https://legalinsurrection.com,UCufR_sP6bjarwJwNEljxAnQ
Law Enforcement Today,US,right,right01,Mixed,R,https://www.lawenforcementtoday.com/,UC_ECSdck4XrH5DMGKkWqrTA
Just The News,US,right,right06,Mixed,R,https://justthenews.com/,UC588htN7jqso3D80OnGGrAw
Liberty Headlines,US,right,right02,Mixed,R,https://www.libertyheadlines.com/,UCKi-urCBT0xnZnISUtng1jw
Liberty Hangout,US,right,right05,Mixed,R,http://libertyhangout.org/,UCQMb7c66tJ7Si8IrWHOgAPg
Liberty Nation,US,right,right02,Mixed,R,https://www.libertynation.com,UCOszgB0lT2YmSARshw9xN3g
Life Decisions International,US,right,right04,Mixed,R,http://fightpp.org,
Life News,US,right,right01,Mixed,R,https://www.lifenews.com/,
LibertyTalk.FM,US,right,right01,Mixed,R,https://libertytalk.fm/,UCq-5gUbMZj1TGEQZvI1gZ7A
LifeZette,US,right,right02,Mixed,R,https://www.lifezette.com,UCZ3U7eFcoO2zDZrpJ8d63-w
Lone Conservative,US,right,right06,Mixed,R,https://loneconservative.com,UCNQOf36gAPgajqlLbaBQSFQ
Lozier Institute,US,right,right02,Mixed,R,https://lozierinstitute.org/,UCMmutbiEGZ2ahMtO46xlKZw
Louder With Crowder,US,right,right01,Mixed,R,https://www.louderwithcrowder.com,UCIveFvW-ARp_B_RckhweNJw
Media Research Center (MRC),US,right,right02,Mixed,R,https://www.mrc.org/,UCpugeZUO4F8H7YC_H_EDirA
Manhattan Institute for Policy Research,US,right,right05,Mixed,R,https://www.manhattan-institute.org/,UCbJHyf5BRreiCcddo3N0aGg
Manchester Union Leader,US,right,right11,Mixed,R,http://www.unionleader.com/,UCEJSmoS5ItcsFZHejE0AoJQ
Media Equalizer,US,right,right02,Mixed,R,https://mediaequalizer.com/,
New Boston Post,US,right,right06,Mixed,R,https://newbostonpost.com/,UC9ay-pHGbeRgsbaGSbplTZA
Mises Institute,US,right,right07,Mixed,R,https://mises.org/,UCmT6-ChKpaiIVu2fhEIsNtQ
Minnesota Sun,US,right,right04,Mixed,R,https://theminnesotasun.com/,
National Review,US,right,right05,MostlyFactual,R,https://www.nationalreview.com,UCun4tg1BecN4PuxwZ6mL3NA
National Center for Public Policy Research (NCPPR),US,right,right03,Mixed,R,http://www.nationalcenter.org/,UCFrgtYxKOBuDqXavBuK0FFA
New Revolution Now,US,right,right08,Mixed,R,http://www.newrevolutionnow.org/,UCac8YoZW1nzs74YXUQf1AXw
Newsbusters,US,right,right01,Mixed,R,https://www.newsbusters.org/,UCAq0GFVVjNWoASgiR4il2_g
NOQ Report,US,right,right01,Mixed,R,https://noqreport.com/,UCcwb3WPw-yrwVYPsALdlZGg
Numbers USA,US,right,right02,Mixed,R,https://www.numbersusa.com/,UC0hVVwpx_zoLEuKI8bOgFdg
NTK Network,US,right,right04,Mixed,R,https://ntknetwork.com,UCJlMsN7HPbyywteQ1mk-c2Q
NRA - Institute for Legislative Action,US,right,right05,Mixed,R,https://www.nraila.org,
Newsmax,US,right,right05,Mixed,R,https://www.newsmax.com/,UCx6h-dWzJ5NpAlja1YsApdg
One America News Network (OAN),US,right,right01,Low,R,https://www.oann.com,UCNbIDJNNgaRrXOD7VllIMRQ
Offgrid Survival,US,right,right02,Mixed,R,https://offgridsurvival.com/,UCH1ninS8qFGytetS_NgFIZQ
One Angry Gamer,US,right,right02,Mixed,R,https://www.oneangrygamer.net/,
OpsLens,US,right,right01,Mixed,R,http://www.opslens.com/,UCpTPf6kHqNjceRjCLUgBO2g
PanAm Post,US,right,right04,Mixed,R,https://panampost.com/,UC-tE6zWn-8KB73fmtLc-6zw
OneNewsNow,US,right,right01,Mixed,R,https://onenewsnow.com,
Patriot News Alerts,US,right,right02,Mixed,R,https://www.patriotnewsalerts.com,
Pants on Fire News,US,right,extremeright03,Low,ER,https://pantsonfirenews.com/,
Pluralist,US,right,right03,MostlyFactual,R,https://www.pluralist.com,
Patriot News Daily,US,right,right01,Mixed,R,http://patriotnewsdaily.com/,
PatriotRetort.com,US,right,right03,Mixed,R,http://patriotretort.com,
Politichicks,US,right,right01,Mixed,R,https://politichicks.com/,UCDESdSXe3Y0YhercgjrzVYQ
Populist Wire,US,right,right03,Mixed,R,https://www.populistwire.com,UCrgHhNGCL8TKd6RXdxWAh5Q
Politifeed,US,right,right01,Mixed,R,http://politifeed.net,UCQ-KV5YoYZ-TDhdgbifJJkg
Proud Conservatives,US,right,right01,Mixed,R,http://conservativesus.party/,
Power Line,US,right,right02,Mixed,R,https://www.powerlineblog.com/,UCPjYp4b4wAYLi-FsrOrMnXw
Project Veritas,US,right,right01,Mixed,R,https://www.projectveritas.com,UCL9PlYkRD3Q-RZca6CCnPKw
Public Interest Legal Foundation,US,right,right07,Mixed,R,https://publicinterestlegal.org/,
Red Alert Politics,US,right,right07,Mixed,R,http://redalertpolitics.com/,
Reader's Digest,US,right,right10,Mixed,R,https://www.rd.com,UCKV_ACaioUGSz0pyg07Zekg
Regated,US,right,right10,Mixed,R,https://regated.com/,
Restore American Glory,US,right,right05,High,R,http://www.restoreamericanglory.com/,
RenewedRight.com,US,right,right02,Mixed,R,https://renewedright.com,
Richochet,US,right,right05,Mixed,R,https://ricochet.com,
Right & Free,US,right,right04,Mixed,R,https://rightandfree.com/,
Ron Paul Liberty Report,US,right,right07,Mixed,R,http://www.ronpaullibertyreport.com/,UCkJ1N-7g9Q6n7KnriGit-Ig
Secure America Now,US,right,right05,Mixed,R,http://www.secureamericanow.org/,UCJF8wHb2pH6yIu2FF7lbSkw
Save Jersey,US,right,right06,High,R,https://savejersey.com,UC9pZB4tLJJTd1OGVBXMsF4g
Sentinel KSMO,US,right,right03,Mixed,R,https://sentinelksmo.org,
Southern Patriot News,US,right,right02,MostlyFactual,R,https://www.southernpatriotnews.com,
Sonoran News,US,right,right06,Mixed,R,http://sonorannews.com/,
Sinclair Broadcast Group,US,right,right07,Mixed,R,http://sbgi.net/,
Star Political,US,right,right10,Mixed,R,https://starpolitical.com,
The American Mind,US,right,right04,Mixed,R,https://americanmind.org,
Tenth Amendment Center,US,right,right01,Mixed,R,https://tenthamendmentcenter.com,UCE1KT9DTZCQtf3PmAmWwOIA
The Blacksphere (Kevin Jackson),US,right,right04,Mixed,R,https://theblacksphere.net/,
The California Republican,US,right,right05,High,R,http://carepublican.com,
The Blaze,US,right,right02,Mixed,R,https://www.theblaze.com/,UCKgJEs_v0JB-6jWb8lIy9Xw
The Conservative Nut,US,right,right08,,R,https://www.theconservativenut.gop,
The College Fix,US,right,right03,Mixed,R,https://www.thecollegefix.com/,UC9jks5z9QdImBogQrCWa2Yg
The DC Chronicle,US,right,right01,,R,https://dc-chronicle.com,
The Daily Wire,US,right,right03,Mixed,R,https://www.dailywire.com,UCaeO5vkdj5xOQHp4UmIN6dw
The Daily Defender,US,right,right04,,R,http://thedailydefender.com/,UCyT87Nhi8uWIR46skF02Yog
The Epoch Times,US,right,right06,Mixed,R,https://www.theepochtimes.com,UCmWhuFRkZKu0g-e1xrlakVA
The Federalist,US,right,right03,Mixed,R,https://thefederalist.com/,UC0m-dhh4_ytlREg63hTMbsw
TheGreggJarrett.com,US,right,right02,Mixed,R,https://thegreggjarrett.com/,UCrvAEsWrjbsmF-GdpMGW0fQ
The National Herald (TNH),US,right,right07,Mixed,R,www.thenationalherald.com,
Thejeffreylord.com,US,right,,MostlyFactual,R,https://thejeffreylord.com/,
The Hayride,US,right,right03,,R,https://thehayride.com/,
The New American,US,right,right06,Mixed,R,https://www.thenewamerican.com/,UCJ0kmBes7vSjT3QoWDfjwwg
The New Revere,US,right,right05,,R,https://thenewrevere.com,
The Newly Press,US,right,right01,,R,http://newlypress.com,
The Millennial Review,US,right,right05,,R,https://themilreview.com/,UCdv-aWXbKLMlcVl1Pv1Knhg
The Patriot Post,US,right,right05,,R,https://patriotpost.us/,UC1PRGaduTPEkvzBYAthpkhQ
The Ohio Star,US,right,right04,,R,http://theohiostar.com/,
The RANTidote,US,right,right06,,R,http://therantidote.com/,UCcXWxtPWMw1N490XF4YrWaw
The Resurgent,US,right,right04,,R,http://theresurgent.com/,UC_dacNT-i2wPirSltOFA7sw
The Real Strategy,US,right,right02,,R,https://therealstrategy.com/,UCFlZpGCt9Ufd-igAtu4Nhhg
The Ron Paul Institute,US,right,right07,Mixed,R,http://www.ronpaulinstitute.org/,UC3w4j2aVBnG3D98epDfssDA
The Truth About Guns,US,right,right08,,R,http://www.thetruthaboutguns.com/,UC-4ktqfWcrhWIWNADeDe_Jw
The Tennessee Star,US,right,right04,Mixed,R,http://tennesseestar.com/,UCLvPYnLrP-artj_2gbawecQ
Twitchy,US,right,right02,,R,https://twitchy.com,
Tribunist,US,right,right06,,R,https://tribunist.com,
Trending Views,US,right,right02,Mixed,R,https://trendingviews.co/,
Update America,US,right,right01,,R,https://www.updateamerica.com/,
USSA News,US,right,right02,,R,http://ussanews.com,
USA Politics Today,US,right,right03,,R,http://www.usapoliticstoday.com/,
VivaLiberty,US,right,right03,,R,http://www.vivaliberty.com/,
Vessel News,US,right,right02,,R,http://vesselnews.io/,
Washington Free Beacon,US,right,right02,Mixed,R,https://freebeacon.com/,UCdn-M_vxWEK07X3t19ximDQ
Weasel Zippers,US,right,right01,,R,http://www.weaselzippers.us/,
Washington Examiner,US,right,right04,Mixed,R,https://www.washingtonexaminer.com/,UC8BxSGcBKriJvoeyKOnJ6tA
Western Journal,US,right,right01,Mixed,R,https://www.westernjournal.com/,UCa2gbBXGeGh-Pdtugdg_qcQ
Whatfinger,US,right,right05,,R,http://www.whatfinger.com/,
Weekly Standard,US,right,right07,,R,http://www.weeklystandard.com/,UCwiy9gKdsGxxOyJl38guRlQ
World Magazine,US,right,right06,,R,https://world.wng.org/,
Western Free Press,US,right,right01,,R,http://www.westernfreepress.com/,
Whitehouse.gov,US,right,right11,,R,https://www.whitehouse.gov,UCYxRlFDqcWM4y7FfpiAN3KQ
YellowHammer News,US,right,right10,,R,http://yellowhammernews.com/,UCMk7T9ijCgD_iX-SWjyzy7g
Young America's Foundation (YAF),US,right,right07,,R,https://www.yaf.org,UC4-AGCUwX7C-D4BsBook9fQ
World Tribune,US,right,right01,,R,https://www.worldtribune.com,
100 Percent Fed Up,US,fake-news,extremeright04,Low,ER,https://100percentfedup.com/,UCwjTpYkig067AVMuSljgPkQ
2nd Amendment Daily News,US,fake-news,extremeright03,Low,ER,https://www.secondamendmentdaily.com/,UC12YN49R5lavdqT4tD9M7vw
3CCorp.net,US,fake-news,extremeright02,Low,ER,https://www.3ccorp.net/,
10News.one,US,fake-news,extremeright02,Low,ER,https://www.10news.one/,
Activist Mommy,US,fake-news,extremeright02,Low,ER,https://elizabethjohnston.org,UCNoH-_m7BI8ciMKp-07cCpg
A Voice for Men,US,fake-news,right08,Low,R,https://www.avoiceformen.com/,UCkhakammPmSa4EvMPhEVN-g
AjuaNews.com,US,fake-news,extremeright01,VeryLow,ER,https://ajuanews.com/,
All News Pipeline,US,fake-news,extremeright04,Low,ER,http://allnewspipeline.com/,
AltRight.com,US,fake-news,extremeright04,Low,ER,https://altright.com/,UCSTy-H5lSiCcozas32sfJlQ
Alliance Defending Freedom,US,fake-news,extremeright03,Low,ER,https://www.adflegal.org/,UCN9kq93WS2rtrzc8oCAmvkw
Alpha News,US,fake-news,extremeright05,Low,ER,https://alphanewsmn.com/,UCZZgI-HmGsPVw72jMnsNlAg
America Talks with David Zublick,US,fake-news,extremeright01,VeryLow,ER,https://americatalks.com,UCFt0NILvZnchz4ezQeh-Auw
America Daily,US,fake-news,extremeright05,Mixed,ER,https://americadaily.com/,UCqNOiyB7glEL8Q5pZKFS94g
American Family Association,US,fake-news,extremeright05,Low,ER,https://www.afa.net/,UCgKpNKeiJK3-hAJppfIjnIw
Americas Freedom Fighters,US,fake-news,extremeright02,Low,ER,https://americasfreedomfighters.com,
American Conservative Media,US,fake-news,right01,Mixed,R,https://americanconservativemedia.com/,
American College of Pediatricians,US,fake-news,right01,Low,R,https://www.acpeds.org/,UCAg9qCZpuP3xS0TpJDqepMQ
American Action News,US,fake-news,right01,Mixed,R,https://americanactionnews.com/,UChw6C1w9sJFe-qKo-4l2XIQ
American Journal Review,US,fake-news,extremeright02,Low,ER,http://www.americanjournalreview.com/,
American Lookout,US,fake-news,extremeright03,Low,ER,https://americanlookout.com/,
American Principles Project,US,fake-news,extremeright03,Low,ER,https://americanprinciplesproject.org/,UCkUoXnXMKF7kosZJelEoKWw
American Thinker,US,fake-news,extremeright05,Low,ER,https://www.americanthinker.com,
American People Daily,US,fake-news,extremeright03,Low,ER,https://americanpeopledaily.com/,
American Patriot Daily,US,fake-news,extremeright03,Low,ER,https://www.americanpatriotdaily.com/,
American Renaissance Magazine,US,fake-news,extremeright06,Low,ER,https://www.amren.com,
American Society for the Defense of Tradition Family and Property,US,fake-news,extremeright03,Low,ER,https://www.tfp.org/,UCTXg8Cr0craGg9fk99A5Yfg
American Truth Today,US,fake-news,extremeright06,Low,ER,https://americantruthtoday.com/,
Americans for Truth (AFTAH),US,fake-news,extremeright02,VeryLow,ER,https://americansfortruth.com,UCbGXnzSMaTeh9vyax1loZcA
American Web Media (AWM),US,fake-news,right04,Mixed,R,https://awm.com,
America's News Source,US,fake-news,extremeright01,VeryLow,ER,https://americasnewssource.com/,
Americans Are Pissed,US,fake-news,extremeright03,Low,ER,https://www.americansarepissed.com/,
Analyzing America,US,fake-news,extremeright05,Mixed,ER,https://www.analyzingamerica.org/,
Anonymous News,US,fake-news,leftcenter05,Mixed,LC,https://www.anonews.co/,
Association of American Physicians and Surgeons (AAPS),US,fake-news,extremeright03,Low,ER,https://aapsonline.org/,UC3s3FP43fBfHUH0rmpb5r4Q
Banned Information,US,fake-news,extremeright06,Mixed,ER,http://bannedinformation.com,
Backroom Buzz,US,fake-news,extremeright03,Low,ER,https://backroombuzz.com/,UC4esMYEpkQWAnqMYgYEkxrg
Bare Naked Islam,US,fake-news,extremeright04,Low,ER,https://www.barenakedislam.com/,
Bipartisan Report,US,fake-news,extremeleft04,Mixed,EL,https://bipartisanreport.com,
BB4SP,US,fake-news,extremeright05,Low,ER,http://bb4sp.com/,UCoR2csvc9d8xC4jpMcFjHcA
BillionBibles.org,US,fake-news,right01,VeryLow,R,http://www.billionbibles.org,
Big League Politics,US,fake-news,extremeright05,Low,ER,https://bigleaguepolitics.com/,UCz9QttCf9YVcf6vcQ0jcQQw
Before it's News,US,fake-news,extremeright03,Low,ER,http://beforeitsnews.com/,UCXpMqorZWe4YMxUk_SBortw
Blue Dot Daily,US,fake-news,extremeleft06,Mixed,EL,https://www.bluedotdaily.com,
BlingNews.com,US,fake-news,extremeright02,Low,ER,http://www.blingnews.com,
Black Genocide,US,fake-news,extremeright02,Low,ER,http://www.blackgenocide.org,
Black Eye Politics,US,fake-news,extremeright02,Low,ER,https://blackeyepolitics.com/,UCdgUXxr7dXBMDXQZTiB9XXg
Black Pigeon Speaks,US,fake-news,extremeright02,Low,ER,http://blackpigeonspeaks.com/,UCmrLCXSDScliR7q8AxxjvXg
BlackNews.com,US,fake-news,left4,Mixed,L,https://www.blacknews.com/,
Blunt Force Truth,US,fake-news,extremeright04,Low,ER,https://bluntforcetruth.com,UC0aCRHZm9xOCvFoxWAmgS2w
Bossip,US,fake-news,extremeleft04,Mixed,EL,https://bossip.com/,UCGk3_R7hOzRaXcdTnF4QJvw
Bongino.com,US,fake-news,right01,Mixed,R,https://bongino.com,UCJuHKSaD0o7mX6jSbvisnvg
Breaking First,US,fake-news,extremeright02,Low,ER,https://breakingfirst.com/,
Breaking Christian News,US,fake-news,extremeright05,Low,ER,https://www.breakingchristiannews.com/,
Breaking Wide,US,fake-news,right01,Mixed,R,https://breakingwide.com/,
Breaking News House,US,fake-news,extremeright03,Low,ER,https://breakingnewshouse.com/,
Breitbart,US,fake-news,extremeright06,Mixed,ER,https://www.breitbart.com/,UCmgnsaQIK1IR808Ebde-ssA
Cerno (Cernovich.com),US,fake-news,extremeright03,Mixed,ER,http://cernovich.com,UC87YBeLMwXhgaw5tcCxsXgQ
Center for Security Policy,US,fake-news,extremeright06,Mixed,ER,https://www.centerforsecuritypolicy.org/,UCPPw4A4ZmhK_e95S2Ka0Xaw
Christian Action Network,US,fake-news,extremeright02,Low,ER,http://christianaction.org/,UCiFzpb7bMZxeXqP3nbGpHnA
Church Militant,US,fake-news,extremeright05,Mixed,ER,https://www.churchmilitant.com/,UCX17igkZ9JhU64JoTBVSWeQ
The Clover Chronicle,US,fake-news,extremeright04,,ER,https://cloverchronicle.com,UCkqE2TFHsJOA1WUxSLYK1bQ
Clash Daily,US,fake-news,extremeright03,Low,ER,https://clashdaily.com/,UCoyFmw4a9MjPfyhd4JZBU0g
Clarion Project,US,fake-news,extremeright04,Low,ER,https://clarionproject.org/,UCh9qBWORox1AfiiISaAPhOg
Concerned Women for America,US,fake-news,extremeright05,Low,ER,https://concernedwomen.org/blog/,UCc_ZvI2XHqJbNe1hPKy1goQ
The Conservative Buzz,US,fake-news,extremeright06,,ER,https://conservativebuzz.com,
CNS News,US,fake-news,extremeright06,Low,ER,https://www.cnsnews.com/,UCc_c74cA03PgCXTK05QLY7g
Conservative Byte,US,fake-news,extremeright02,Low,ER,http://conservativebyte.com,
Conservapedia,US,fake-news,extremeright02,Mixed,ER,https://www.conservapedia.com,
Competitive Enterprise Institute,US,fake-news,right01,Low,R,https://cei.org/,UCuhBl-h72LVv-KHJMzHI9aw
Conservative Ammo,US,fake-news,extremeright04,Low,ER,http://conservativeammo.com/,UC2VkyTe5VoO2J1NRwA5EF7Q
Conservative Daily Post,US,fake-news,extremeright03,Low,ER,https://conservativedailypost.com/,
Conservative Firing Line,US,fake-news,extremeright05,Mixed,ER,http://conservativefiringline.com/,
Conservative Fighters,US,fake-news,extremeright02,Low,ER,http://conservativefighters.com/,
Conservative Free Press,US,fake-news,extremeright03,Low,ER,http://www.conservativefreepress.com,
Conservative Media,US,fake-news,extremeright04,Low,ER,https://conservativemedia.com/,
Conservative Politics Today,US,fake-news,extremeright05,Low,ER,https://www.facebook.com/conservativepoliticstoday/,
Conservative Post,US,fake-news,extremeright02,Low,ER,https://conservativepost.com,UCSeQv9zEm4VErFoj-f72BRQ
Council on American Islamic Relations (CAIR),US,fake-news,rightcenter02,Mixed,RC,https://www.cair.com/,UCFYW2x6hlPQsAjhzfX5F6ug
