vid,cid,title,description
-erPHn2UzKo,UCLw6we2c2CVIqRI06O0VGtw,Rejected Sins - Episode 2: Everything Wrong with DmC Devil May Cry,"Feel like you didn't get enough of us trashing this game in the Everything Wrong with DmC video? Fear not, we now have the ..."
iUz4DP2vpB0,UCLw6we2c2CVIqRI06O0VGtw,Mass Effect: GANGNAM STYLE feat. DJ Harbinger &quot;Assuming Direct Control&quot; (Music Video),"EMBRACE ETERNITY. Gangnam Style was at one point in time, the highest viewed video in Youtube history. So what happens ..."
RuLo4Ehf8bI,UCLw6we2c2CVIqRI06O0VGtw,Rejected Sins - Episode 1: Everything Wrong with The Walking Dead Season 1 (Telltale Games),"Feel like you didn't get enough from the 40+ minute Everything Wrong with The Walking Dead video? Fear not, we have the first ..."
fxYuMS1FoME,UCLw6we2c2CVIqRI06O0VGtw,2013: A Video Game Retrospective,"2013 is done and gone, but we should always remember what was undoubtedly one of the best years for gaming, marked the end ..."
61WRX5etUJQ,UCLw6we2c2CVIqRI06O0VGtw,GamingSins: Everything Wrong with The Last of Us,"Every game commits a sin. Welcome to GamingSins, where we expose and nitpick the hell out of video games. Well, this ought to ..."
_wDX5nAtPf0,UCBTmEkojJLnWZCKUuVN9lOw,Therapy - Tik Tik Boom (COVER),"We hope you like our cover featuring our good friend Caleb! Please like, comment, and subscribe! We love you all and Happy ..."
xGca2HxbgQ8,UCBTmEkojJLnWZCKUuVN9lOw,Dear Theodosia -  Hamilton (Cover),Thank you for watching!! :) Stay safe!!
ursbl4RbbMw,UCBTmEkojJLnWZCKUuVN9lOw,Winter Wonderland (Cover),"Merry Christmas and happy holidays everybody! We hope you have an amazing time surrounded by friends, family, and love."
KZSX1zeKszA,UCBTmEkojJLnWZCKUuVN9lOw,Seventeen - Heathers The Musical (COVER),Hi guys!!! We're so sorry it took so long for us to post a video :( We've been really busy with school and what not. But we are BACK ...
BIL2dVJoheE,UCBTmEkojJLnWZCKUuVN9lOw,All I Ask of You (Cover) - Phantom of the Opera,Hey guys!!!! We hope you like this cover :) Please subscribe!
7FcWy3mJ0zk,UCBTmEkojJLnWZCKUuVN9lOw,Ho Hey (Cover),"Hey guys!! Sorry we haven't been posting musicals lately :( We've been recording songs for something else, and we figured why ..."
JFEOLlrfqtg,UCBTmEkojJLnWZCKUuVN9lOw,FLY WITH ME,MAKANA IS USING REAL DRUMS FOR ONCE HAHA! We rented this studio to just record some raw footage of us playing with ...
9aiKj41tqXU,UCBTmEkojJLnWZCKUuVN9lOw,Les Misérables -  Heart Full Of Love (Cover),Hey guys!! :) We hope you enjoyed this cover!! Be sure to subscribe! and follow us on IG @thesayfam.
0kuZ_0RwK0E,UCBTmEkojJLnWZCKUuVN9lOw,FOUND TONIGHT (COVER),"REPOST HAHA WE LEFT A BLOOPER IN BY ACCIDENT. ITS SUPPOSED TO SEEM LIKE WE NAILED IN IT ONE GO, AND ..."
yXHTL7oq-TE,UCBTmEkojJLnWZCKUuVN9lOw,THE GREATEST SHOWMAN COVER - NEVER ENOUGH,WE LISTEN TO THIS SONG 500 TIMES A DAY AND THAT'S NOT EVEN ENOUGH... IT'S NEVER ENOUGH... GET IT? THAT WAS ...
Hnx5X0-1T74,UCBTmEkojJLnWZCKUuVN9lOw,MISHEARD LYRICS - HAMILTON EDITION,"LET'S BE HONEST, YOU SANG SOME OF THESE BEFORE YOU LOOKED UP THE ACTUAL LYRICS. OR MAYBE NOT, AND ..."
dkC7V3XMeyw,UCBTmEkojJLnWZCKUuVN9lOw,RHYTHM OF THE FALLING RAIN - KA&#39;AU CRATER BOYS (COVER),US SINGIN A SONG WITH OUR MOUTHS. WE HOPE YOU ENJOY!!
nsSlAg7_tvY,UCBTmEkojJLnWZCKUuVN9lOw,RUNNIN&#39; (LOSE IT ALL) - COVER,HEY GUYS ME AND TI DID A COVER. HOPE YA DIG IT.
f29k9KpevgM,UCBTmEkojJLnWZCKUuVN9lOw,(COVER) Say you won&#39;t let go - James Arthur,We did a cover ft. this rlly cool guy named Kyler and he plays the guitar rlly rlly well look at him he's great. Subscribe if you love ...
mjhm24mfADw,UCBTmEkojJLnWZCKUuVN9lOw,1000x by Jarryd James - COVER,Here is a cover. Listen to it. Like it. Subscribe. Plz. We will pay you. In love.
3GO8RsfjLW0,UCBTmEkojJLnWZCKUuVN9lOw,BABY IT&#39;S COLD OUTSIDE - COVER,We sing one of our christmas faves Baby It's Cold Outside. We hope you enjoy it :) Be sure to like and subscribe!
TqBhu8fSXsQ,UCBTmEkojJLnWZCKUuVN9lOw,COOL FUNNY BOTTLE FLIP TRICKS!!,"We do bottle flip tricks and totally landed them on the first try because we're professionals obviously ha... ha. If you like this video, ..."
IPc2zwAY-z4,UCBTmEkojJLnWZCKUuVN9lOw,Say Family Introduction!,"Here is our first video introducing our channel! We had so much fun making it, and we hope you have just as much fun watching it!"
3Ge_7FeFS7Q,UCBTmEkojJLnWZCKUuVN9lOw,TRYNG TIKTOK FOODS AND THE DANCING QUEEN TIKTOK SINGING CHALLENGE,Hi guys! Hope you enjoy this video of us trying yummy (and not so yummy) tiktok foods! and attempting to sing the dancing queen ...
y8w77Ky0Xes,UCBTmEkojJLnWZCKUuVN9lOw,Its Quiet Uptown - Hamilton (COVER),thanks for watching guys!! Be sure to like and subscribe :) and stay safe!!
jrf829dAoYY,UCBTmEkojJLnWZCKUuVN9lOw,Wait For It - Hamilton (COVER),hope you enjoy our cover of Wait For It!! Thank you for your support! Stay safe guys :)
2-Vr3eZLboU,UCBTmEkojJLnWZCKUuVN9lOw,Birthday party for our dog!!,It's Libby's birthday and we wanted you guys to join in on the celebration :-) Hope you enjoy this wholesome content hahaha.
nIUoWZafYl8,UCBTmEkojJLnWZCKUuVN9lOw,ONE LAST TIME - HAMILTON COVER,Hey guys!!! Hope you like this cover!!! and the longest outro and bloopers ever hahaha. We love you guys thank you for watching!
thA7ppWC_ek,UCBTmEkojJLnWZCKUuVN9lOw,WHO&#39;S MOST LIKELY TO CHALLENGE (SIBLINGS),HOPE YOU LIKE THIS VIDEO GUYS!!! ALSO GOOD NEWS WE'RE GONNA TRY TO START POSTING EVERY WEEK!
vGCMLKfFIsU,UCBTmEkojJLnWZCKUuVN9lOw,"Who Lives, Who Dies, Who Tells Your Story (COVER)",THANK YOU GUYS SO MUCH FOR WATCHING WE LOVE AND APPRECIATE YOU SO MUCH. WE HOPE YOU ENJOY. LET US ...
xGt2rxgnsRU,UCBTmEkojJLnWZCKUuVN9lOw,Q&amp;A #2!,Hey guys!! Hope you enjoy learning about us and our embarrassing childhood stories!! Thank you for all of your questions!
5tBqsrtKTfQ,UCBTmEkojJLnWZCKUuVN9lOw,DEAR EVAN HANSEN - ONLY US (COVER),FINALLY WE DID A COVER OF ONE OF OUR FAVORITE SONGS FROM THIS AMAZING PLAY. WE HOPE YOU GUYS ENJOY!!!
4Ia0S1DFeLQ,UCBTmEkojJLnWZCKUuVN9lOw,FINISH THE LYRIC - BROADWAY EDITION,We are all very competitive... Especially Pono hahaha. But we had a lot of fun :) Did you like seeing us do a challenge?
5OGfS3sz4B8,UCBTmEkojJLnWZCKUuVN9lOw,WICKED - FOR GOOD (COVER),We hope you like this cover!! Comment down below if you want a shoutout in our next video!!! We love you guys! And follow us on ...
aIAQaXpq0BY,UCBTmEkojJLnWZCKUuVN9lOw,SAY NO TO THIS (COVER),WE HOPE YOU GUYS ENJOY... AND STAY TUNED FOR OUR P.O. BOX INFO!
gpOUPyurdb4,UCBTmEkojJLnWZCKUuVN9lOw,FORTNITE DANCE CHALLENGE,IM SO SORRY FOR OUR DANCING... except for Po and Makana... They're actually good... Kaili and I on the other hand...
f24TQpCqUys,UCBTmEkojJLnWZCKUuVN9lOw,WHEN YOU&#39;RE ADDICTED TO HAMILTON PART 2,AHHHH!! WE FINALLY MADE A SECOND ONE! Let us know what you guys think... and if anything like this ever happens to you.
4M_yRYGf1Xg,UCBTmEkojJLnWZCKUuVN9lOw,HAMILTON COVER - HELPLESS,Hope you guys enjoy our cover!! We love you guys!!
7EGjiX6hJws,UCBTmEkojJLnWZCKUuVN9lOw,HAMILTON - NONSTOP (COVER),WE FINALLY DID NONSTOP. AND WE HOPE YOU LIKE IT!!!
E154497fnV8,UCBTmEkojJLnWZCKUuVN9lOw,The Greatest Showman &quot;A Million Dreams&quot;  - COVER,HOW GREAT WAS THIS MOVIE GUYS?! We hope you enjoy our cover!!! Also it's Brandi's birthday today... If any of you see this.
puu8gkqLS0w,UCBTmEkojJLnWZCKUuVN9lOw,Pancake Art Challenge - HAMILTON EDITION,ENJOY US MAKING PANCAKE ART BUT ITS HAMILTON-FIED.... HAMIL-FIED.... HAM... HAM-FIED.... ANYWAYS ENJOY.
HnHs7vvtfjw,UCBTmEkojJLnWZCKUuVN9lOw,HAMILTON IN 7 MINUTES,We sing Hamilton in 7 minutes!!! It was crazy putting this together and we're pretty sure we grew white hairs from stress but if you ...
gqls6ptt-QI,UCBTmEkojJLnWZCKUuVN9lOw,SAY FAMILY Q&amp;A,We answer some of your questions! Sorry we didn't get a chance to answer all of them... We'll do more Q&A's in the future if you ...
lYldF7zlX6s,UCBTmEkojJLnWZCKUuVN9lOw,ORIGINAL - YOURSELF AND NO ONE ELSE,Hey guys! We hope this puts a smile on your face. Follow us on social media guys!!! Brandi's IG: @braaandib Kaili's IG: @kaili.say ...
hqLFFcaZ_Qg,UCBTmEkojJLnWZCKUuVN9lOw,TAKE A BREAK - HAMILTON COVER,Hey guys! Hope you enjoy this cover!!! You guys rock!!!
W8kHrpP3Vj8,UCBTmEkojJLnWZCKUuVN9lOw,Crappy Valentine&#39;s Day!,"Buy your Crappy Valentine's Day album now :) Featuring all of your favorite love songs but with a twist... Put this CD on, grab a ..."
y9HnbEFjsxY,UCBTmEkojJLnWZCKUuVN9lOw,WHEN YOU&#39;RE ADDICTED TO HAMILTON,Hope you guys like this little sketch based on the true story that is my life. Kaili and Makana sing Hamilton more than they breathe ...
e06Mosp_0HY,UCBTmEkojJLnWZCKUuVN9lOw,BEANBOOZLED FT. LOTS OF GAGGING AND BARFING,We gagged... A LOT. Enjoy!!! :)
n4Y7wffK8Ic,UCBTmEkojJLnWZCKUuVN9lOw,FUN WITH PONO AT THE PUMPKIN PATCH!,We have a lot of fun at the pumpkin patch and find the most adorable pumpkins ever!!! Happy Halloween guys! BOO! Ha ha.
JzQV7umyt7M,UCBTmEkojJLnWZCKUuVN9lOw,EXTREME SPICY RAMEN CHALLENGE!!!!,WE DIED. THE END. Enjoy! :) Don't forget to like and subscribe!! Check out our last video!
tmHIBsdgpIE,UCBTmEkojJLnWZCKUuVN9lOw,KISS ME - SIXPENCE NONE THE RICHER (COVER),"Check out our cover of Sixpence None the Richer's Kiss Me... It's such a beautiful song! If you like it be sure to subscribe, and give ..."
b0OibssUEPk,UCBTmEkojJLnWZCKUuVN9lOw,YOU AND ME - ORIGINAL SONG,Hey guys this is the first song I've written and it's just a quirky fun song please don't judge me I know it's not the best haha.
W2i8Nz7gCww,UCBTmEkojJLnWZCKUuVN9lOw,FUN IN-N-OUT ADVENTURE!,We go on a field trip to the replica of the original in-n-out! The lady that worked there was really nice and she smelt really good I ...
hGQ2ZMsg0Yk,UCBTmEkojJLnWZCKUuVN9lOw,TRYING JAPANESE SWEETS!,Watch us try some really awesome beautiful tasting things and some nasty sour weird slug textured things. Good or bad ...
56iEr44gJ4Q,UCBTmEkojJLnWZCKUuVN9lOw,DOING MY FRIENDS AND BROTHERS MAKEUP!,Kaili and I have a very serious competition doing Makana and Jacob's makeup because we are professional makeup artists!
HgPU3N914WM,UCBTmEkojJLnWZCKUuVN9lOw,HOW TO FLIRT!,Are you a human that wishes to interact with another human in an intimate way? WATCH THIS TO LEARN HOW! Check out our ...
jObQsC8ly-I,UCBTmEkojJLnWZCKUuVN9lOw,Pokémon Go Therapy,"This is a sketch we did about everybody's favorite game, Pokémon Go. Admit it, the game takes over your life. Hopefully you will ..."
mS7OK_jKE9o,UCBTmEkojJLnWZCKUuVN9lOw,CRUISIN&#39; COVER FT. JACOB AND TI!,We do a cover of Cruisin' by Smokey Robinson :) Hope you enjoy! Don't forget to like and subscribe!! If you have any suggestions ...
hln8XH5RUFE,UCBTmEkojJLnWZCKUuVN9lOw,FUN WITH PONO AT THE CANDY STORE!!,We did tons of fun things at the candy store. Pono's favorite part was opening up some really awesome surprise eggs!!
OIUhlV83l-Y,UCBTmEkojJLnWZCKUuVN9lOw,HILARIOUS BLINDFOLDED MAKEUP CHALLENGE!!,"Honestly, we've never looked better... HOPE YOU LIKE THIS VIDEO!!!"
qlH82Pc06Qg,UCBTmEkojJLnWZCKUuVN9lOw,WHAT&#39;S ON MY FACE CHALLENGE!,We had a lot of fun doing this challenge... It was just a great opportunity to stick weird things in each other's noses :) PLEASE ...
A_J1rhKHNEk,UCBTmEkojJLnWZCKUuVN9lOw,TRYING BRITISH CHOCOLATE!!!,"We tried British chocolate, or we think it's from Britain... We hope it's from Britain. Otherwise this would be false adertisement."
5oMzSMlIH_E,UCBTmEkojJLnWZCKUuVN9lOw,EVERYBODY/FALLIN&#39; FOR YOU MASHUP,"Here is a mashup we made of Ingrid Michaelson's Everybody, and Colbie Caillat's Fallin' For You... Like and subscribe, or... don't."
jCCG-G6MC4g,UCBTmEkojJLnWZCKUuVN9lOw,HILARIOUS WHISPER CHALLENGE!,This was fun/hard/frustrating :'-) Enjoy!!
7yvecjxNrgE,UCBTmEkojJLnWZCKUuVN9lOw,Pageant mom,"This was a really fun video to make, we hope it makes you laugh! :) No feelings were harmed in the making of this film..."
BZsShHXUA0M,UCBTmEkojJLnWZCKUuVN9lOw,IF PEOPLE SAID WHAT THEY&#39;RE REALLY THINKING,A fun skit we put together... We could make a part 2 if you guys enjoy it!!! :)
t8BS1ZoYH4s,UCBTmEkojJLnWZCKUuVN9lOw,Nutella challenge!,It wasn't really a challenge because NUTELLA MAKES EVERYTHING BETTER AND THAT'S A FACT. Unless you're allergic to it.
hxLbB-LF0Cc,UCBTmEkojJLnWZCKUuVN9lOw,Fun at Griffith Park with Kupono!,"We went to Griffith Park and had a great time! We had a picnic, played some games, and Kupono had lots of fun on the ..."
3WJXhmbTOD4,UCeZnkBxEwY-5tBH_yynnBvA,Contigo (feat. B Mayn),Provided to YouTube by The Orchard Enterprises Contigo (feat. B Mayn) · Dayvi · Marco Goza · Jhon Velez · B Mayn Contigo (feat.
WSMZlb2BEFQ,UCeZnkBxEwY-5tBH_yynnBvA,Nova (Nico Parga &amp; Fercho Pargas Remix),Provided to YouTube by The Orchard Enterprises Nova (Nico Parga & Fercho Pargas Remix) · Dayvi · Eddy Florez · Frasser · Nico ...
2MCM9-Vfp3g,UCeZnkBxEwY-5tBH_yynnBvA,Sola,Provided to YouTube by The Orchard Enterprises Sola · Dayvi · Santiago Cardona · Camilo Miranda · David Sanchesz Gonzales ...
5zLvC-WE4LY,UCeZnkBxEwY-5tBH_yynnBvA,Sa Botada (2020 Guaracha Mix Arpa),Provided to YouTube by The Orchard Enterprises Sa Botada (2020 Guaracha Mix Arpa) · Dayvi · David Sanchez Gonzalez Baile ...
9U8TLDD8h4Y,UCeZnkBxEwY-5tBH_yynnBvA,Pa Ti,Provided to YouTube by The Orchard Enterprises Pa Ti · Dayvi · JC Arcila · Laura Gómez · David Sanchez Gonzalez · Juan ...
cokuYKZ0EtA,UCeZnkBxEwY-5tBH_yynnBvA,Imaginarte,Provided to YouTube by The Orchard Enterprises Imaginarte · Dayvi · DJ Zetian · Deivid · J Trons & Derek · David Sanchesz ...
WjNuJgF6jrs,UCeZnkBxEwY-5tBH_yynnBvA,Killer vs Saxofon (Dayvi Intro),Provided to YouTube by The Orchard Enterprises Killer vs Saxofon (Dayvi Intro) · Dayvi · David Sanchez Gonzalez Killer vs ...
i-JKJQpCDmc,UCeZnkBxEwY-5tBH_yynnBvA,Make It Clap,Provided to YouTube by The Orchard Enterprises Make It Clap · Dayvi · David Sanchez Gonzalez Make It Clap ℗ 2020 La ...
jCz6pB3fG1c,UCeZnkBxEwY-5tBH_yynnBvA,Saxin,Provided to YouTube by The Orchard Enterprises Saxin · Dayvi · David Sanchez Gonzalez Saxin ℗ 2018 La Maquina Records ...
Ah0qnIiXBHs,UCeZnkBxEwY-5tBH_yynnBvA,Sirvalo,Provided to YouTube by The Orchard Enterprises Sirvalo · Dayvi · David Sanchesz Gonzales Sirvalo ℗ 2018 La Maquina Records ...
UjzCd5QdGsY,UCeZnkBxEwY-5tBH_yynnBvA,Bien Rico,Provided to YouTube by The Orchard Enterprises Bien Rico · Dayvi · None LowFi · Sandra Marley Vargas Angarita Bien Rico ...
2vybNwsoCjg,UCeZnkBxEwY-5tBH_yynnBvA,Volvamos a Bailar - Dayvi Feat Luisa Díaz (Original Mix),Provided to YouTube by The Orchard Enterprises Volvamos a Bailar - Dayvi Feat Luisa Díaz (Original Mix) · Dayvi · Luisa Díaz ...
z_pAgi5NsjE,UCeZnkBxEwY-5tBH_yynnBvA,Nova,Provided to YouTube by The Orchard Enterprises Nova · Dayvi · Eddy Florez · Frasser · Danara · Diego Edinson Gutiérrez Flórez ...
oH7-aJlG0yA,UCeZnkBxEwY-5tBH_yynnBvA,Pa&#39; Mi,Provided to YouTube by ONErpm Pa' Mi · Dayvi · Santiago Berrio · Susii Arcila · Susana Arcila Gomez Pa' Mi ℗ TovaRecords ...
Yrptj80xpV8,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Scridge French Remix),Provided to YouTube by Sony Music México Baila Conmigo (Scridge French Remix) · Dayvi · Víctor Cárdenas · Scridge · Kelly ...
4KxDf2apUPM,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Rino Remix),Provided to YouTube by Sony Music México Baila Conmigo (Rino Remix) · Dayvi · Víctor Cárdenas · Rino · Kelly Ruiz Baila ...
xQrZJxd2rJA,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Benny Benassi &amp; BB Team Remix),Provided to YouTube by Sony Music México Baila Conmigo (Benny Benassi & BB Team Remix) · Dayvi · Víctor Cárdenas · Kelly ...
Z__BZ9HOjBs,UCeZnkBxEwY-5tBH_yynnBvA,El Saxofon,Provided to YouTube by Limbo Music El Saxofon · Dayvi · Karin Vip El Saxofon ℗ La Maquina Records Released on: 2020-05-22 ...
P5N-YJK0qGE,UCeZnkBxEwY-5tBH_yynnBvA,Killa Sax (Sebastien Rebels Remix),Provided to YouTube by Label Engine Killa Sax (Sebastien Rebels Remix) · Dayvi · Di Dross · Sebastien Rebels Killa Sax ...
mAavDIDj-ck,UCeZnkBxEwY-5tBH_yynnBvA,No Hay Pánico,Provided to YouTube by Limbo Music No Hay Pánico · Dayvi After Quarantine ℗ La Maquina Records Released on: 2020-04-17 ...
RcJcMFQGr0k,UCeZnkBxEwY-5tBH_yynnBvA,Baila Comigo (Rennan da Penha Remix),Provided to YouTube by Sony Music Entertainment Baila Comigo (Rennan da Penha Remix) · Dayvi · Víctor Cárdenas · Rennan ...
chYc_zcpxjk,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (KID &amp; Bonhaus Remix),Provided to YouTube by Sony Music Entertainment Baila Conmigo (KID & Bonhaus Remix) · Dayvi · Víctor Cárdenas · KID ...
yEiLNpGRERg,UCeZnkBxEwY-5tBH_yynnBvA,Trompeta Aletosa Intro Elite Fest,Provided to YouTube by Limbo Music Trompeta Aletosa Intro Elite Fest · Dayvi Trompeta Aletosa Intro Elite Fest ℗ La Maquina ...
vB6nhzewJ_E,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Alan Rosales &amp; TBX Remix),Provided to YouTube by Sony Music Entertainment Baila Conmigo (Alan Rosales & TBX Remix) · Dayvi · Víctor Cárdenas · Alan ...
DAkbBJYE23A,UCeZnkBxEwY-5tBH_yynnBvA,Eo Eo More,Provided to YouTube by Limbo Music Eo Eo More · Dayvi Eo Eo More ℗ La Maquina Records Released on: 2019-12-03 ...
JctdGZyut-U,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Uzielito Mix Remix),Provided to YouTube by Sony Music Entertainment Baila Conmigo (Uzielito Mix Remix) · Dayvi · Víctor Cárdenas · Uzielito Mix ...
1fJ-KIR6Hr8,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo (Willy William Remix),Provided to YouTube by Sony Music México Baila Conmigo (Willy William Remix) · Dayvi · Víctor Cárdenas · Kelly Ruiz · Willy ...
XeMv3MCLI18,UCeZnkBxEwY-5tBH_yynnBvA,Ooh,Provided to YouTube by Limbo Music Ooh · Dayvi Ooh ℗ Tribaland Released on: 2019-09-06 Auto-generated by YouTube.
rPSH7_kpbXM,UCeZnkBxEwY-5tBH_yynnBvA,Baila Conmigo,Provided to YouTube by Sony Music Entertainment Baila Conmigo · Dayvi · Víctor Cárdenas · Kelly Ruiz Baila Conmigo ℗ 2019 ...
Rz0kCjzp8_Q,UCeZnkBxEwY-5tBH_yynnBvA,Nova (Eddy Florez Remix),Provided to YouTube by The Orchard Enterprises Nova (Eddy Florez Remix) · Dayvi · Eddy Florez · Frasser · Danara · Diego ...
WqJ53_Be9R0,UCeZnkBxEwY-5tBH_yynnBvA,Nova (Alexander Zabbi Remix),Provided to YouTube by The Orchard Enterprises Nova (Alexander Zabbi Remix) · Dayvi · Eddy Florez · Frasser · Alexander Zabbi ...
kH4pwe21H0Q,UCeZnkBxEwY-5tBH_yynnBvA,Baile ta Pocando,Provided to YouTube by The Orchard Enterprises Baile ta Pocando · Dayvi · David Sanchez Gonzalez Que Parezca Fiesta ℗ 2019 ...
ziuOb7Q5A0o,UCeZnkBxEwY-5tBH_yynnBvA,Que Parezca Fiesta,Provided to YouTube by The Orchard Enterprises Que Parezca Fiesta · Dayvi · David Sanchez Gonzalez Que Parezca Fiesta ...
Pzwt2fT2EBI,UCeZnkBxEwY-5tBH_yynnBvA,Pra Mente,Provided to YouTube by The Orchard Enterprises Pra Mente · Dayvi · David Sanchesz Gonzales Que Parezca Fiesta ℗ 2019 La ...
JrQKx9Qybzo,UCeZnkBxEwY-5tBH_yynnBvA,Epic Down,Provided to YouTube by The Orchard Enterprises Epic Down · Dayvi · David Sanchez Gonzalez Que Parezca Fiesta ℗ 2019 La ...
ePUubluFF_w,UCeZnkBxEwY-5tBH_yynnBvA,Doea (Guaracha),Provided to YouTube by The Orchard Enterprises Doea (Guaracha) · Dayvi · David Sanchez Gonzalez Baile Divino EP ℗ 2020 La ...
9aj9-rpgGUY,UCeZnkBxEwY-5tBH_yynnBvA,Cosa Divina (2020 Mix),Provided to YouTube by The Orchard Enterprises Cosa Divina (2020 Mix) · Dayvi · David Sanchez Gonzalez Baile Divino EP ...
HHQucc89z1g,UCeZnkBxEwY-5tBH_yynnBvA,Trompeta Gozona,Provided to YouTube by The Orchard Enterprises Trompeta Gozona · Dayvi · Marco Goza · Jhon Velez · David Sanchez Gonzalez ...
GdITVdEFNbY,UCeZnkBxEwY-5tBH_yynnBvA,Que Ritmo Rico,Provided to YouTube by The Orchard Enterprises Que Ritmo Rico · Dayvi · Chris Salgado · Kaar Wonkaa · David Sanchez ...
lLmLjpHYKxg,UCeZnkBxEwY-5tBH_yynnBvA,Besos en Guerra,Provided to YouTube by The Orchard Enterprises Besos en Guerra · Dayvi · Jaxx · Mike Restrepo · David Sanchez Gonzalez ...
MfWe7naKrX4,UCeZnkBxEwY-5tBH_yynnBvA,Devagar,Provided to YouTube by The Orchard Enterprises Devagar · Dayvi · David Sanchez Gonzalez Devagar ℗ 2020 La Maquina ...
