RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
241.034638946,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,C,L
38.738038128,Religious Conservative,Unclassified,YouTube,YouTube,C,L
54.303060944,Conspiracy,Partisan Left,YouTube,Mainstream Media,R,C
0,Unclassified,Anti-theist,Mainstream Media,YouTube,L,C
4657.549525954,Anti-SJW,Unclassified,Missing Link Media,Mainstream Media,R,R
298.585728927,Social Justice,Religious Conservative,YouTube,YouTube,L,C
21211.502594313,Anti-SJW,Religious Conservative,Missing Link Media,YouTube,R,R
36.042856924,Partisan Right,Social Justice,Mainstream Media,YouTube,C,L
219.105580998,Center/Left MSM,Social Justice,Missing Link Media,Missing Link Media,L,L
29.391965994,Anti-theist,Religious Conservative,YouTube,YouTube,R,R
29.487277795,QAnon,Conspiracy,YouTube,YouTube,R,L
23.234979315,Social Justice,Social Justice,Mainstream Media,YouTube,L,C
0.0322560732,Center/Left MSM,Black,Mainstream Media,YouTube,L,R
496.138014395,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,C,R
2793.789970248,QAnon,Libertarian,YouTube,YouTube,C,R
16.323852864,Social Justice,Partisan Right,Missing Link Media,Mainstream Media,L,C
0.02901769107,QAnon,Black,YouTube,YouTube,C,L
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,L,R
19.638895212,Conspiracy,Conspiracy,YouTube,YouTube,C,L
0.3030554218,Unclassified,Black,YouTube,YouTube,L,R
4.049177357,Partisan Right,QAnon,Missing Link Media,YouTube,R,C
0,Religious Conservative,QAnon,YouTube,YouTube,C,C
1.386696383,Partisan Right,Black,Mainstream Media,YouTube,C,C
44.200889342,Anti-SJW,Anti-SJW,Missing Link Media,YouTube,R,L
562.196399106,Unclassified,Religious Conservative,Mainstream Media,YouTube,R,C
4.785811996,White Identitarian,Libertarian,YouTube,YouTube,R,C
3.850256355,Conspiracy,LGBT,YouTube,YouTube,R,C
0,Partisan Left,Anti-SJW,YouTube,Missing Link Media,C,R
0,QAnon,Anti-theist,YouTube,YouTube,R,R
10.34583411,Partisan Left,Socialist,YouTube,YouTube,L,C
0.01172456576,Religious Conservative,Socialist,Missing Link Media,YouTube,R,C
0,Social Justice,LGBT,Mainstream Media,YouTube,L,C
0.02543424318,Unclassified,Partisan Right,Mainstream Media,YouTube,R,C
11.012320447,Anti-SJW,Libertarian,Missing Link Media,YouTube,R,C
0.03103723325,Social Justice,Anti-theist,YouTube,YouTube,L,R
15.863939109,LGBT,Religious Conservative,YouTube,YouTube,C,R
10.737719571,QAnon,Black,YouTube,YouTube,R,R
0.003586709677,Social Justice,Partisan Left,YouTube,Mainstream Media,C,C
0,MRA,Conspiracy,YouTube,YouTube,C,L
0.02297084367,Socialist,QAnon,YouTube,YouTube,C,R
0,Partisan Right,Anti-theist,Mainstream Media,YouTube,C,C
12.600151757,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,C,L
0.01157653846,Center/Left MSM,Black,Missing Link Media,YouTube,L,C
1.634701687,QAnon,Socialist,YouTube,YouTube,R,C
0,Anti-SJW,Black,YouTube,YouTube,C,R
0.2044833499,Anti-theist,Socialist,YouTube,YouTube,L,C
0.0160825062,Unclassified,Socialist,Mainstream Media,YouTube,R,C
0.004342431762,LGBT,Libertarian,YouTube,YouTube,L,C
0.005160235732,Center/Left MSM,Anti-theist,Missing Link Media,YouTube,L,C
0.7634360074,Socialist,Social Justice,YouTube,Missing Link Media,C,L
0.09587424318,Libertarian,Conspiracy,YouTube,YouTube,C,L
0,Unclassified,Conspiracy,Mainstream Media,YouTube,L,C
0.6093672953,Conspiracy,Libertarian,YouTube,YouTube,L,C
0.2825843455,MRA,Black,YouTube,YouTube,R,R
0.1744799132,Partisan Left,LGBT,YouTube,YouTube,L,C
0,Center/Left MSM,White Identitarian,Missing Link Media,YouTube,L,R
0.003908188586,Black,LGBT,YouTube,YouTube,C,C
0.00944848139,MRA,Partisan Left,YouTube,Mainstream Media,R,C
0,Partisan Right,Anti-SJW,Mainstream Media,Missing Link Media,C,R
0.009368826923,QAnon,Partisan Right,YouTube,Mainstream Media,C,C
0.1098479435,Anti-theist,Unclassified,YouTube,Mainstream Media,R,R
0,LGBT,Anti-SJW,YouTube,YouTube,C,L
0.06971038462,QAnon,Anti-theist,YouTube,YouTube,C,C
0.1084292903,Unclassified,Unclassified,Mainstream Media,Mainstream Media,L,R
0,Partisan Right,Black,Missing Link Media,YouTube,R,R
0.09210815136,Partisan Right,Conspiracy,YouTube,YouTube,C,L
0.01612903226,Black,Partisan Right,YouTube,Missing Link Media,R,R
0,Unclassified,Religious Conservative,Mainstream Media,Missing Link Media,L,R
0.02072194541,LGBT,MRA,YouTube,YouTube,C,C
78390.202256659,Unclassified,Unclassified,YouTube,YouTube,L,C
50187.076559798,Anti-SJW,Conspiracy,YouTube,YouTube,R,C
2.262899736,,Anti-theist,,YouTube,,C
0,,QAnon,,YouTube,,C
29.696612939,,MRA,,YouTube,,R
269302.943671987,Partisan Right,Libertarian,Mainstream Media,YouTube,R,R
478880.512457134,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,C,R
5333.45828912,Anti-SJW,MRA,YouTube,YouTube,C,R
7377.873382712,Partisan Left,Conspiracy,YouTube,YouTube,L,R
19363.065652762,Anti-SJW,Conspiracy,YouTube,YouTube,C,C
4831.856344199,Partisan Left,Anti-theist,Mainstream Media,YouTube,L,C
3240.312478209,Anti-SJW,Partisan Right,YouTube,Missing Link Media,C,R
340790.259336417,Center/Left MSM,Social Justice,Mainstream Media,YouTube,C,L
16350.452724547,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,C,C
27346.949422762,Conspiracy,Conspiracy,YouTube,YouTube,C,R
208733.127630965,Socialist,Social Justice,YouTube,YouTube,L,L
2009.665669272,Center/Left MSM,QAnon,Mainstream Media,YouTube,C,R
6705.157427827,Center/Left MSM,Black,Mainstream Media,YouTube,C,L
358.486078449,MRA,White Identitarian,YouTube,YouTube,R,R
99746.810677356,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,L
245070.563254886,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,C,C
1744.915416389,Religious Conservative,Anti-theist,YouTube,YouTube,R,C
7597.314778073,QAnon,Unclassified,YouTube,YouTube,R,L
1976894.71058743,Libertarian,,YouTube,,R,
60017.287722704,Conspiracy,Social Justice,YouTube,YouTube,R,L
3425.488619354,MRA,Religious Conservative,YouTube,YouTube,R,R
133563.251372971,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,C,C
10377.388047098,Center/Left MSM,Partisan Right,Mainstream Media,Missing Link Media,C,R
2641.700199498,Black,Conspiracy,YouTube,YouTube,C,C
31205.514002043,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,L
2158.44850317,Anti-theist,Conspiracy,YouTube,YouTube,C,R
82.198215151,Black,Religious Conservative,YouTube,Missing Link Media,L,R
27279.757347151,Conspiracy,Partisan Right,YouTube,YouTube,C,R
346.48556397,Anti-theist,Conspiracy,YouTube,YouTube,C,C
5284.157985664,LGBT,Social Justice,YouTube,YouTube,L,L
21.418138657,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,C,R
0.2227142928,,Anti-SJW,,Missing Link Media,,R
8486.378055798,Partisan Left,Black,Mainstream Media,YouTube,L,C
33483.463679902,Partisan Right,Partisan Right,Mainstream Media,Missing Link Media,R,R
14967.187291902,Partisan Left,Conspiracy,YouTube,YouTube,L,C
14852.086850925,Libertarian,Social Justice,YouTube,Missing Link Media,R,L
33057.097069672,White Identitarian,Unclassified,YouTube,YouTube,R,C
51144.266341296,Conspiracy,Unclassified,YouTube,YouTube,R,R
766.402725617,Religious Conservative,Partisan Left,YouTube,Mainstream Media,C,L
40.716490035,Libertarian,Center/Left MSM,YouTube,Missing Link Media,R,L
14.757683407,Partisan Right,Anti-SJW,Mainstream Media,YouTube,C,R
5521.819065606,Black,Anti-SJW,YouTube,YouTube,C,C
6202.758568653,White Identitarian,Unclassified,YouTube,YouTube,R,R
757.056028097,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,L,C
2597.622731831,Social Justice,Unclassified,YouTube,YouTube,C,C
194.642888674,Partisan Left,Social Justice,YouTube,YouTube,L,C
144605.439050019,Partisan Left,Unclassified,Mainstream Media,Mainstream Media,L,R
312.206205477,Unclassified,Partisan Left,YouTube,YouTube,L,C
3090.404701784,LGBT,Unclassified,YouTube,YouTube,L,C
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,C,L
766.800742903,Social Justice,Partisan Left,Missing Link Media,YouTube,L,C
4.608877677,Unclassified,Partisan Right,YouTube,Mainstream Media,R,C
1349.653347015,Anti-theist,Social Justice,YouTube,Missing Link Media,C,L
17.2942192,Social Justice,Anti-theist,YouTube,YouTube,C,L
10896.76566766,Conspiracy,Black,YouTube,YouTube,R,C
5827.293411753,Center/Left MSM,Libertarian,Mainstream Media,YouTube,C,C
4905.746867951,Libertarian,Conspiracy,YouTube,YouTube,R,C
964924.215154318,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,C
209814.256451632,Partisan Left,Anti-SJW,YouTube,YouTube,L,R
201.371401478,Social Justice,Anti-SJW,YouTube,YouTube,C,R
2106268.25937528,Socialist,,YouTube,,L,
2007.436838615,Libertarian,QAnon,YouTube,YouTube,R,R
53647.406616445,Conspiracy,Conspiracy,YouTube,YouTube,R,C
39541.442107965,Anti-SJW,Partisan Right,Missing Link Media,YouTube,R,R
264427.814354683,Anti-SJW,Socialist,YouTube,YouTube,R,L
212079.110654592,Anti-SJW,Social Justice,YouTube,YouTube,R,L
34991.969586647,Unclassified,Socialist,YouTube,YouTube,C,L
15002.11375081,Anti-SJW,Anti-SJW,YouTube,YouTube,L,R
333839.190888694,Religious Conservative,Center/Left MSM,Missing Link Media,Mainstream Media,R,C
13766.386717017,Black,Conspiracy,YouTube,YouTube,C,R
21740.062286349,Social Justice,Unclassified,YouTube,YouTube,L,L
135725.773538927,Libertarian,Partisan Left,YouTube,Mainstream Media,R,L
14262.524330493,Libertarian,Center/Left MSM,YouTube,Mainstream Media,C,L
8479.083961528,MRA,Unclassified,YouTube,YouTube,R,R
285.077819104,Partisan Right,White Identitarian,Mainstream Media,YouTube,R,R
462.130949821,Libertarian,White Identitarian,YouTube,YouTube,R,R
511.428391355,Black,QAnon,YouTube,YouTube,C,R
5717.207778532,Libertarian,Anti-SJW,YouTube,YouTube,C,R
8737.88914715,Anti-theist,Anti-SJW,YouTube,YouTube,L,C
8537.004047395,Socialist,Unclassified,YouTube,YouTube,L,R
67.456953296,Social Justice,Conspiracy,YouTube,YouTube,C,R
3410.04240039,Anti-SJW,MRA,YouTube,YouTube,C,C
419.338152946,Partisan Right,MRA,YouTube,YouTube,R,C
7778.83322695,Partisan Left,Religious Conservative,Mainstream Media,YouTube,L,C
12435.181034576,Anti-SJW,MRA,YouTube,YouTube,R,C
36.174041228,Religious Conservative,White Identitarian,YouTube,YouTube,R,R
55.599129938,Social Justice,Partisan Left,Missing Link Media,Mainstream Media,L,C
2489.088543221,Center/Left MSM,Socialist,Missing Link Media,YouTube,C,L
35368.365685011,Unclassified,Partisan Right,YouTube,Mainstream Media,L,R
880.887165598,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,C,L
110151.855381172,Conspiracy,Social Justice,YouTube,Mainstream Media,R,L
2382.185285372,Social Justice,Black,Missing Link Media,YouTube,L,L
60.038448444,Conspiracy,Partisan Right,YouTube,YouTube,C,C
8464.171210809,Religious Conservative,Social Justice,YouTube,Missing Link Media,R,L
0,Religious Conservative,Socialist,YouTube,YouTube,C,C
3.908046787,Social Justice,White Identitarian,YouTube,YouTube,C,R
101932.956539045,Anti-SJW,Unclassified,YouTube,Mainstream Media,R,R
35987.045497413,Anti-theist,Unclassified,YouTube,YouTube,C,C
17908.35545354,Religious Conservative,Religious Conservative,YouTube,YouTube,R,C
6746.582746612,Black,Socialist,YouTube,YouTube,C,L
832.74858561,Religious Conservative,MRA,YouTube,YouTube,R,C
139.53734965,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,L,L
19.819829061,Center/Left MSM,LGBT,Mainstream Media,YouTube,C,L
9.51491862,Social Justice,Socialist,YouTube,YouTube,L,C
9652.409922486,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,C,C
21954.993605534,Anti-theist,Unclassified,YouTube,YouTube,L,C
2.789511563,Partisan Left,QAnon,Mainstream Media,YouTube,L,C
15973.471478589,MRA,Center/Left MSM,YouTube,Mainstream Media,R,L
1190714.56007554,Religious Conservative,,Missing Link Media,,R,
3779.127852718,Partisan Left,,Mainstream Media,,C,
8227.460198502,Anti-theist,Social Justice,YouTube,Mainstream Media,L,L
70.62422512,QAnon,Anti-SJW,YouTube,Missing Link Media,R,R
2202.331525269,White Identitarian,Unclassified,YouTube,Mainstream Media,R,R
29283.841025768,MRA,MRA,YouTube,YouTube,C,C
2713227.31413992,QAnon,Partisan Right,YouTube,Mainstream Media,R,R
10805.202763113,Libertarian,Unclassified,YouTube,Mainstream Media,R,R
427.412743821,Social Justice,Partisan Right,YouTube,YouTube,L,C
133.634943289,Libertarian,Social Justice,YouTube,YouTube,R,C
31898.737754685,Conspiracy,Unclassified,YouTube,Mainstream Media,R,R
3432.388721989,Black,MRA,YouTube,YouTube,C,R
0.2523653288,Anti-theist,Anti-theist,YouTube,YouTube,C,R
124.294355528,Partisan Right,Unclassified,YouTube,YouTube,C,L
9285.300665549,Anti-SJW,Social Justice,Missing Link Media,Missing Link Media,R,L
9.243334009,Partisan Right,Conspiracy,YouTube,YouTube,C,R
15.931480066,Unclassified,Black,Mainstream Media,YouTube,R,L
97.083857132,MRA,Center/Left MSM,YouTube,Missing Link Media,C,C
799.28201925,MRA,Partisan Left,YouTube,YouTube,C,L
16.634845193,Social Justice,Unclassified,YouTube,YouTube,C,R
9.521205322,Anti-theist,Partisan Left,YouTube,Mainstream Media,R,L
12.029265012,Center/Left MSM,Unclassified,Missing Link Media,YouTube,L,L
27.539211857,LGBT,Partisan Right,YouTube,Missing Link Media,L,R
88.821412773,White Identitarian,Anti-SJW,YouTube,YouTube,R,L
554.215531833,Anti-theist,Anti-SJW,YouTube,YouTube,L,L
2516.987501845,Partisan Right,Unclassified,YouTube,YouTube,C,C
173422.795732254,Anti-SJW,Anti-SJW,Missing Link Media,Missing Link Media,R,R
1668.575524013,Anti-SJW,Partisan Right,YouTube,Mainstream Media,R,C
0.001831501241,Conspiracy,Anti-theist,YouTube,YouTube,R,R
7.384201079,Black,LGBT,YouTube,YouTube,C,L
0.01359065571,Socialist,White Identitarian,YouTube,YouTube,C,R
4.706387543,Partisan Left,Anti-SJW,YouTube,YouTube,C,L
40.941018146,Religious Conservative,Black,YouTube,YouTube,R,R
79.255612288,Partisan Right,Social Justice,Mainstream Media,Mainstream Media,C,L
1175.4895954,Partisan Right,Center/Left MSM,Missing Link Media,Missing Link Media,R,C
21.664310999,Partisan Right,Unclassified,Mainstream Media,YouTube,C,R
290252.375040634,Anti-SJW,Religious Conservative,YouTube,YouTube,R,R
1790665.75923131,MRA,MRA,YouTube,YouTube,R,R
53807.211995276,Conspiracy,Socialist,YouTube,YouTube,R,L
1889.518180461,Unclassified,Anti-theist,YouTube,YouTube,C,L
101964.759705504,Partisan Right,Social Justice,YouTube,Missing Link Media,R,L
298.696145139,Partisan Right,Anti-theist,Mainstream Media,YouTube,R,L
1334.575007438,Anti-SJW,Anti-theist,YouTube,YouTube,L,C
150409.565770965,Partisan Right,Partisan Right,Missing Link Media,YouTube,R,R
30.420645422,Social Justice,White Identitarian,Missing Link Media,YouTube,L,R
9794.321921571,Partisan Right,Unclassified,Mainstream Media,YouTube,R,L
4.873952717,Religious Conservative,White Identitarian,Missing Link Media,YouTube,R,R
20852.023450559,Black,Black,YouTube,YouTube,C,L
50719.387579091,MRA,Anti-SJW,YouTube,YouTube,R,C
0.02782258065,Center/Left MSM,Black,Mainstream Media,YouTube,C,R
1514.139518766,Anti-theist,Conspiracy,YouTube,YouTube,L,R
895.348408289,LGBT,Center/Left MSM,YouTube,Mainstream Media,L,C
12214.566602223,Conspiracy,Unclassified,YouTube,YouTube,C,R
1918.874797056,MRA,MRA,YouTube,YouTube,C,R
10.123701675,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,L,R
306.697709756,Socialist,Unclassified,YouTube,YouTube,C,C
0.2656061625,Unclassified,Partisan Left,YouTube,Mainstream Media,L,C
7.253759174,Social Justice,MRA,Mainstream Media,YouTube,L,C
0.9312027444,Black,MRA,YouTube,YouTube,L,C
43779.266942273,White Identitarian,Center/Left MSM,YouTube,Mainstream Media,R,C
11.53324275,Unclassified,Libertarian,Mainstream Media,YouTube,R,C
18026.451847592,Anti-SJW,Religious Conservative,YouTube,YouTube,R,C
7272.929703693,Center/Left MSM,,Missing Link Media,,L,
14241.057294446,QAnon,Religious Conservative,YouTube,Missing Link Media,R,R
816.514570473,Unclassified,Center/Left MSM,YouTube,Missing Link Media,R,C
0.002909235732,Unclassified,Social Justice,Mainstream Media,YouTube,L,L
1784.610946098,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,C,C
84.007474305,Anti-SJW,Black,Missing Link Media,YouTube,R,C
0.02537754653,Partisan Right,MRA,YouTube,YouTube,C,R
0.0006362779156,Partisan Right,Anti-theist,YouTube,YouTube,R,R
1.530758716,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,C,C
16274.115024458,Partisan Right,Religious Conservative,Missing Link Media,Missing Link Media,R,R
1665.520984569,QAnon,Partisan Left,YouTube,YouTube,C,L
695.95435109,Conspiracy,Partisan Left,YouTube,YouTube,L,L
32693.472140033,Religious Conservative,Religious Conservative,YouTube,YouTube,C,C
1374.512657073,QAnon,Conspiracy,YouTube,YouTube,C,C
202.380416203,Anti-theist,Black,YouTube,YouTube,L,C
593.512898541,Unclassified,Partisan Right,Mainstream Media,Missing Link Media,R,R
1272.678943144,Center/Left MSM,Unclassified,Missing Link Media,YouTube,C,R
0,Partisan Left,Anti-theist,Mainstream Media,YouTube,L,R
0,Religious Conservative,Libertarian,YouTube,YouTube,C,C
317.274874106,Center/Left MSM,Social Justice,Missing Link Media,Mainstream Media,L,L
2366208.50898451,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,C,C
2.865112332,MRA,Partisan Left,YouTube,YouTube,C,C
93.887157346,Anti-theist,Anti-SJW,YouTube,YouTube,R,R
7.193603484,Socialist,Partisan Right,YouTube,Mainstream Media,L,C
0,Libertarian,Anti-theist,YouTube,YouTube,R,R
4.020929102,Anti-theist,Libertarian,YouTube,YouTube,C,C
0.2209178288,Partisan Left,Libertarian,YouTube,YouTube,C,C
0,Black,QAnon,YouTube,YouTube,R,R
2.085883878,LGBT,Unclassified,YouTube,YouTube,C,R
344.147836492,Conspiracy,Unclassified,YouTube,YouTube,L,L
66.179180533,Partisan Left,Religious Conservative,YouTube,YouTube,C,R
523.599134211,Black,Religious Conservative,YouTube,Missing Link Media,C,R
6.51227913,Socialist,Partisan Left,YouTube,Mainstream Media,C,L
164.890736908,LGBT,Unclassified,YouTube,YouTube,C,C
0.04436405831,Partisan Right,Conspiracy,Mainstream Media,YouTube,C,C
4.778702737,LGBT,MRA,YouTube,YouTube,L,C
49.321176742,Partisan Right,Anti-SJW,Missing Link Media,YouTube,R,L
0,Unclassified,Religious Conservative,Mainstream Media,YouTube,L,R
50.107131621,MRA,Anti-SJW,YouTube,YouTube,R,L
0,Socialist,Anti-theist,YouTube,YouTube,L,R
351.834967818,MRA,Unclassified,YouTube,YouTube,C,L
35414.244974541,Anti-SJW,Unclassified,Missing Link Media,YouTube,R,C
518.146827347,Partisan Right,Black,Missing Link Media,YouTube,R,C
8728.40975903,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,C,C
126.774109176,Partisan Left,Social Justice,Mainstream Media,Mainstream Media,C,L
35.445249295,MRA,Black,YouTube,YouTube,C,L
0.2755579355,Social Justice,MRA,YouTube,YouTube,C,C
43.774344025,LGBT,Partisan Left,YouTube,Mainstream Media,C,L
1.216535541,Anti-theist,Conspiracy,YouTube,YouTube,R,C
6.028210406,LGBT,Social Justice,YouTube,Missing Link Media,C,L
352.790886171,Partisan Right,Partisan Right,Missing Link Media,Mainstream Media,R,C
5.191819901,Partisan Right,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
0.1435634857,Anti-theist,Partisan Right,YouTube,Mainstream Media,C,C
1888.052965053,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,C,C
613.009065435,Unclassified,Unclassified,Mainstream Media,Mainstream Media,L,L
1.26627762,Anti-theist,Libertarian,YouTube,YouTube,R,R
0,Anti-theist,QAnon,YouTube,YouTube,L,C
3.918281136,Religious Conservative,Social Justice,Missing Link Media,YouTube,R,C
2.407637326,Partisan Right,LGBT,Missing Link Media,YouTube,R,C
66.839234938,Anti-SJW,Unclassified,YouTube,Mainstream Media,L,R
0.4449084125,Social Justice,Religious Conservative,YouTube,Missing Link Media,C,R
7.083177304,Conspiracy,Anti-SJW,YouTube,Missing Link Media,C,R
0.4818404715,LGBT,Partisan Left,YouTube,YouTube,L,C
0,Partisan Left,Partisan Right,Mainstream Media,Missing Link Media,C,R
3.672595251,Black,Unclassified,YouTube,Mainstream Media,L,L
15.306451614,Black,Unclassified,YouTube,Mainstream Media,C,L
6.599361341,Conspiracy,LGBT,YouTube,YouTube,C,C
0.1280715112,Socialist,Unclassified,YouTube,Mainstream Media,C,R
0.3160049628,Libertarian,Unclassified,YouTube,Mainstream Media,R,L
0,Unclassified,Anti-theist,Mainstream Media,YouTube,L,L
0.3493943921,White Identitarian,Conspiracy,YouTube,YouTube,R,L
7.051603272,Partisan Left,Unclassified,Mainstream Media,Mainstream Media,C,R
0.009255245658,LGBT,Black,YouTube,YouTube,C,C
12.301922196,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,L,C
0.3882133995,Center/Left MSM,Black,Missing Link Media,YouTube,L,L
13.748323496,Socialist,Partisan Right,YouTube,Mainstream Media,C,R
0,Unclassified,Anti-theist,Mainstream Media,YouTube,R,R
0.2648114801,Partisan Left,MRA,Mainstream Media,YouTube,C,R
0,Unclassified,Socialist,Mainstream Media,YouTube,L,L
0.009113988834,Anti-theist,Conspiracy,YouTube,YouTube,L,L
0,Conspiracy,QAnon,YouTube,YouTube,L,C
0,Religious Conservative,Partisan Right,YouTube,YouTube,C,C
0.002080146402,Anti-theist,MRA,YouTube,YouTube,R,C
0.02431737469,Social Justice,Partisan Right,YouTube,YouTube,C,C
3.630809926,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,C,L
0.006482630273,Partisan Right,Partisan Left,Mainstream Media,Mainstream Media,C,C
0.7537220844,LGBT,Center/Left MSM,YouTube,Missing Link Media,L,L
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,L,L
0,Unclassified,Partisan Right,Mainstream Media,YouTube,L,C
127.755944144,Religious Conservative,Partisan Left,Missing Link Media,Mainstream Media,R,C
0.3514241687,LGBT,White Identitarian,YouTube,YouTube,C,R
0,White Identitarian,Anti-theist,YouTube,YouTube,R,R
0,Unclassified,LGBT,Mainstream Media,YouTube,R,C
0,Partisan Right,Anti-theist,Missing Link Media,YouTube,R,R
0.0007857537221,Anti-theist,Partisan Right,YouTube,Missing Link Media,R,R
0.002119435484,Anti-theist,MRA,YouTube,YouTube,R,R
0,MRA,LGBT,YouTube,YouTube,C,C
